,InceptionV3_elastic_layer_0,InceptionV3_elastic_layer_1,InceptionV3_elastic_layer_2,InceptionV3_elastic_layer_3,InceptionV3_elastic_layer_4,InceptionV3_elastic_layer_5,InceptionV3_elastic_layer_6,InceptionV3_elastic_layer_7,InceptionV3_elastic_layer_8,InceptionV3_elastic_layer_9,InceptionV3_elastic_layer_10,InceptionV3_elastic_layer_11,InceptionV3_origin
0,66.58,58.44,53.8,41.51,33.27,29.21,27.41,25.6,24.04,23.46,22.34,22.37,24.98
