,,accuracy,,epoches,,dataset
layers not trainable,,,,,,
,,27.53%,,25,,CIFAR-100
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
all layers trainable,,,,,,
,,73.06%,,31,,CIFAR-100
